ID;Ürün Adı;Fiyat (EUR);Marka;Kategori;Kategori Kodu;Ürün Kodu;Spec: displacement_cm3
1865;DANFOSS DCL 083S;35.00;Danfoss;Filtreler & Kurutucular;filter;750670;
1866;DANFOSS DCL 163;35.00;Danfoss;Filtreler & Kurutucular;filter;750665;
1867;DANFOSS DCL 163S;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3660014;
1868;DANFOSS DCL 164;35.00;Danfoss;Filtreler & Kurutucular;filter;750429;
1869;DANFOSS DCL 164S;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3660015;
1870;DANFOSS DCB083S;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3160381;
1871;DANFOSS;35.00;Danfoss;Filtreler & Kurutucular;filter;750060;
1872;DANFOSS MOISTURE INDICATORS DANFOSS;35.00;Danfoss;Filtreler & Kurutucular;filter;750423;
1873;DANFOSS SGN6;35.00;Danfoss;Filtreler & Kurutucular;filter;750412;
1874;DANFOSS SGN10;35.00;Danfoss;Filtreler & Kurutucular;filter;750413;
1875;DANFOSS SGN6S;35.00;Danfoss;Filtreler & Kurutucular;filter;750414;
1876;DANFOSS SGN10S;35.00;Danfoss;Filtreler & Kurutucular;filter;750066;
1877;DANFOSS SGN12;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3101002;
1878;DANFOSS SGN12S;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3101001;
1879;DANFOSS SYJ6;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3101003;
1880;DANFOSS SYJ10;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3101004;
1881;DANFOSS SYJ12;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3101005;
1882;DANFOSS SYJ16;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3101006;
1883;DANFOSS Efflux coefficient;35.00;Danfoss;Filtreler & Kurutucular;filter;LF3150027;
1884;DANFOSS TUB;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;750705;
1885;DANFOSS Internal;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;LF3150059;
1886;DANFOSS TD1 (R290);80.00;Danfoss;Valfler & Genleşme Valfleri;valve;LF5238770;
1887;DANFOSS TN2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;750012;
1888;DANFOSS TEN2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;750013;
1889;DANFOSS LF3150105 TEN2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1890;DANFOSS R404a/R507;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;750014;
1891;DANFOSS LF3150114 TS2 NM;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1892;DANFOSS TS2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;750801;
1893;DANFOSS TES2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;750015;
1894;"DANFOSS LF3150163 TES2 NL 068Z3409-068Z3451 3/8""sae - 1/2""sae";80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1895;DANFOSS LF3150106 TES2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1896;DANFOSS LF3150143 TES2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1897;"DANFOSS LF3150108 TES2 NM 068Z3442-068Z3655 3/8""sae - 12mm ODS";80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1898;"DANFOSS LF3150110 TES2 NL 068Z3437-068Z3648 3/8""sae - 12mm ODS";80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1899;DANFOSS LF3150100 TES2 B;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1900;DANFOSS LF5137654 T2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1901;DANFOSS LF3150192 T2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;750521;
1902;DANFOSS LF5187648 TE2;80.00;Danfoss;Valfler & Genleşme Valfleri;valve;;
1903;HONEYWELL AMV;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150101;
1904;HONEYWELL AMVX;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;750445;
1905;HONEYWELL TMV;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150115;
1906;HONEYWELL TMVX;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150130;
1907;HONEYWELL VD 0.3;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150119;
1908;HONEYWELL VD 0.5;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150120;
1909;HONEYWELL VD 0.7;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150121;
1910;HONEYWELL VD 1.0;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;750026;
1911;HONEYWELL VD 1.5;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150123;
1912;HONEYWELL VD 2.0;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150124;
1913;HONEYWELL VD 2.5;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150125;
1914;HONEYWELL VD 3.0;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150126;
1915;HONEYWELL VD 3.5;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150127;
1916;HONEYWELL VD 4.5;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150128;
1917;HONEYWELL VD 4.75;80.00;Honeywell;Valfler & Genleşme Valfleri;valve;LF3150129;
1918;SANHUA RFKH11-4.5-321;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;750676;
1919;SANHUA RFKA03-3.4-21;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150145;
1920;SANHUA RFKA03E-3.4-02;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;750675;
1921;SANHUA RFKA04-4.0-23;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;750813;
1922;SANHUA RFKA04-4.0-29;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;750815;
1923;SANHUA RFKA04E-4.0-17;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;750817;
1924;SANHUA RFKA04E-4.0-19;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;750814;
1925;SANHUA RFKH03-4.8-03;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3120698;
1926;SANHUA RFKH03-4.8-21 RFK-24073;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3120697;
1927;SANHUA RFKH03E-4.8-15 RFK-24074 10201003802;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3120699;
1928;SANHUA RFKH11E-4.5-324;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150153;
1929;SANHUA RFKH04E-2.9-17;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3120696;
1930;SANHUA RFKH04-2.9-29;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3120694;
1931;SANHUA RFKH05E-7.6-36;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5238170;
1932;SANHUA RFKH05 -7.6-37;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150179;
1933;SANHUA RFKH08E-6.1-47;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5238171;
1934;SANHUA RFKH08-6.1-50;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5238172;
1935;SANHUA RFKH11E-4.5-53;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5238175;
1936;SANHUA RFKH11-4.5-56;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5196390;
1937;SANHUA RFKH20E-4.3-78;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5193163;
1938;SANHUA RFKH20-4.3-81;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5193164;
1939;SANHUA H0X;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5238177;
1940;SANHUA H00;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150164;
1941;SANHUA H01;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150165;
1942;SANHUA H02;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150166;
1943;SANHUA H03;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150167;
1944;SANHUA H04;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150168;
1945;SANHUA H05;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150169;
1946;SANHUA H06;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150170;
1947;SANHUA RFK-A04-038011;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5238176;
1948;SANHUA RFK-A04-038013;80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150181;
1949;SANHUA E2V03Z (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150210;
1950;SANHUA E2V05Z (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150209;
1951;SANHUA E2V09Z (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150208;
1952;SANHUA E2V11Z (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150207;
1953;SANHUA E2V14Z (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150205;
1954;SANHUA E2V18Z (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150206;
1955;SANHUA E2V24Z (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150204;
1956;SANHUA RFGB06-0.17-521 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150225;
1957;SANHUA RFGB06-0.35-522 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150226;
1958;SANHUA RFGB06-0.7-1047 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150227;
1959;SANHUA ELECTRONIC VALVES CAREL (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150229;
1960;SANHUA BOBINA VALVOLA ELETTRONICA CAREL E2V (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150211;
1961;SANHUA CAVO-CONNETTORE CAREL EXV 3m IP67 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150215;
1962;SANHUA CAVO-CONNETTORE CAREL EXV 6m IP67 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF5109942;
1963;SANHUA CAVO-CONNETTORE CAREL EXV 9m IP67 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150214;
1964;SANHUA CAVO-CONNETTORE CAREL E2V 3m IP67 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150216;
1965;SANHUA CAVO-CONNETTORE CAREL E2V 6m IP67 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150212;
1966;SANHUA AKV 10P1 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150218;
1967;SANHUA AKV 10P2 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150219;
1968;SANHUA AKV 10P3 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150220;
1969;SANHUA AKV 10P4 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150221;
1970;SANHUA AKV 10P5 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150222;
1971;SANHUA Bobina AKV 17W IP67 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3120748;
1972;SANHUA ORIFICI PER VALVOLA AKV (AKV 10P0 - P3) (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150223;
1973;SANHUA LPF08D-001 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150199;
1974;SANHUA LPF08D-003 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150194;
1975;SANHUA LPF10D-002 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150196;
1976;SANHUA LPF10D-004 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150197;
1977;SANHUA LPF14D-004 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150198;
1978;SANHUA LPF18D-003 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150217;
1979;SANHUA LPF24D-003 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150195;
1980;SANHUA SANHUA EEV KIT VALVOLA ELETTRONICA SEK10-02 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150202;
1981;SANHUA SANHUA EEV KIT VALVOLA ELETTRONICA SEK14-02 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150201;
1982;SANHUA SANHUA EEV KIT VALVOLA ELETTRONICA SEK18-02 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150203;
1983;SANHUA SANHUA EEV KIT VALVOLA ELETTRONICA SEK24-02 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3150200;
1984;DRIVER SANHUA SEC 612;25.00;;Problar & Sensörler;probe;LF3445650;
1985;TRASDUTTORE DI PRESSIONE SANHUA YCQC2;25.00;;Problar & Sensörler;probe;LF3397254;
1986;CAVO-CONNETTORE SANHUA YCQC02-013022;25.00;;Problar & Sensörler;probe;LF3150213;
1987;SONDA TEMPERATURA SANHUA NTC2A1;25.00;;Problar & Sensörler;probe;LF3397255;
1988;BOBINA SANHUA PQ-M24 1,5m;25.00;;Problar & Sensörler;probe;LF3120745;
1989;BOBINA SANHUA PQ-M24 3m;25.00;;Problar & Sensörler;probe;LF3120747;
1990;BOBINA SANHUA PQ-M24 6m;25.00;;Problar & Sensörler;probe;LF3120746;
1991;LIQUID RECEIVERS (LF3370009);80.00;;Sıvı Tankları;receiver;LF3370009;
1992;TAPS ROTALOCK (LF3370004);80.00;;Valfler & Genleşme Valfleri;valve;LF3370004;
1993;TAPS FOR TANKS (LF3348914);30.00;;Aksesuarlar & Montaj;accessories;LF3348914;
1994;TAPS FOR HERMETIC UNITS (LF3348911);30.00;;Aksesuarlar & Montaj;accessories;LF3348911;
1995;CAP VALVES (750551);30.00;;Aksesuarlar & Montaj;accessories;750551;
1996;BALL VALVES (LF3348915);80.00;;Valfler & Genleşme Valfleri;valve;LF3348915;
1997;CAPILLARIES (LF3046011);15.00;;Kılcal Borular;capillary;LF3046011;
1998;Depressor valve;15.00;;Kılcal Borular;capillary;696777;
1999;KK1H25;15.00;;Kılcal Borular;capillary;LF3046026;
2000;KK2L25;15.00;;Kılcal Borular;capillary;LF3046025;
2001;KK2H25;15.00;;Kılcal Borular;capillary;LF3046027;
2002;REFCO;15.00;;Kılcal Borular;capillary;LF3449167;
2003;REFRIGERATION CAPILLARY TUBE (LF3046017);15.00;;Kılcal Borular;capillary;LF3046017;
2004;ANNEALED COPPER PIPE IN ROLLS (LF3449602);50.00;;Bakır Borular & Hatlar;pipe;LF3449602;
2005;Copper;50.00;;Bakır Borular & Hatlar;pipe;LF3449193;
2006;INSULATED COPPER PIPE (694749);50.00;;Bakır Borular & Hatlar;pipe;694749;
2007;DOUBLE TUBE INSULATED COPPER (LF3046048);50.00;;Bakır Borular & Hatlar;pipe;LF3046048;
2008;Various VTG10;50.00;Various;Bakır Borular & Hatlar;pipe;LF3046002;
2009;Various VTG12;50.00;Various;Bakır Borular & Hatlar;pipe;LF3046003;
2010;Various VTG16;50.00;Various;Bakır Borular & Hatlar;pipe;LF3046004;
2011;Various VTG18;50.00;Various;Bakır Borular & Hatlar;pipe;LF3046005;
2012;Various VTG22;50.00;Various;Bakır Borular & Hatlar;pipe;LF3046006;
2013;Various VTG28;50.00;Various;Bakır Borular & Hatlar;pipe;LF3046007;
2014;Various VTG35;50.00;Various;Bakır Borular & Hatlar;pipe;LF3046008;
2015;Various VTG42;50.00;Various;Bakır Borular & Hatlar;pipe;LF3046009;
2016;Various VTG54;50.00;Various;Bakır Borular & Hatlar;pipe;LF3046010;
2017;XG 09X010;50.00;;Bakır Borular & Hatlar;pipe;LF3449172;
2018;XG 09X012;50.00;;Bakır Borular & Hatlar;pipe;LF3449173;
2019;XG 09X015;50.00;;Bakır Borular & Hatlar;pipe;LF3449174;
2020;XG 09X018;50.00;;Bakır Borular & Hatlar;pipe;LF3449175;
2021;XG 09X022;50.00;;Bakır Borular & Hatlar;pipe;LF3449176;
2022;XG 13X010;50.00;;Bakır Borular & Hatlar;pipe;LF3449177;
2023;XG 13X012;50.00;;Bakır Borular & Hatlar;pipe;694887;
2024;XG 13X018;50.00;;Bakır Borular & Hatlar;pipe;LF3449180;
2025;XG 13X022;50.00;;Bakır Borular & Hatlar;pipe;LF3449181;
2026;XG 09X010/E;50.00;;Bakır Borular & Hatlar;pipe;694746;
2027;XG 09X012/E;50.00;;Bakır Borular & Hatlar;pipe;694747;
2028;XG 09X015/E;50.00;;Bakır Borular & Hatlar;pipe;694748;
2029;XG 09X018/E;50.00;;Bakır Borular & Hatlar;pipe;LF3180028;
2030;XG 09X022/E;50.00;;Bakır Borular & Hatlar;pipe;LF3449186;
2031;XG 13X010/E;50.00;;Bakır Borular & Hatlar;pipe;LF3180029;
2032;XG 13X012/E;50.00;;Bakır Borular & Hatlar;pipe;LF3180030;
2033;XG 13X015/E;50.00;;Bakır Borular & Hatlar;pipe;LF3180031;
2034;XG 13X018/E;50.00;;Bakır Borular & Hatlar;pipe;LF3180032;
2035;XG 13X022/E;50.00;;Bakır Borular & Hatlar;pipe;LF3449190;
2036;EF83161.3;80.00;;Elektrik & Kontrol;electrical;345216;
2037;EF83161.1;80.00;;Elektrik & Kontrol;electrical;LF5047787;
2038;D3B;80.00;;Elektrik & Kontrol;electrical;LF3803110;
2039;D42X;80.00;;Elektrik & Kontrol;electrical;347674;
2040;D43X;80.00;;Elektrik & Kontrol;electrical;LF3803137;
2041;E65;80.00;;Elektrik & Kontrol;electrical;LF5061167;
2042;MKV11D10;80.00;;Elektrik & Kontrol;electrical;LF5061269;
2043;MKV11D15;80.00;;Elektrik & Kontrol;electrical;348145;
2044;MKV11D13;80.00;;Elektrik & Kontrol;electrical;LF5084071;
2045;MKV11D30;80.00;;Elektrik & Kontrol;electrical;LF9240007;
2046;MKV11D42;80.00;;Elektrik & Kontrol;electrical;LF3803104;
2047;MKV11D40;80.00;;Elektrik & Kontrol;electrical;LF3803136;
2048;CARPIGIANI;80.00;;Elektrik & Kontrol;electrical;LF3803105;
2049;Secop FR502;80.00;Secop;Elektrik & Kontrol;electrical;348261;
2050;Secop FR530-A;80.00;Secop;Elektrik & Kontrol;electrical;345144;
2051;VA 180;80.00;;Valfler & Genleşme Valfleri;valve;LF3526240;
2052;VA 90;80.00;;Valfler & Genleşme Valfleri;valve;LF3526241;
2053;Heating element (LF4092573);40.00;;Isıtıcılar & Rezistanslar;heating;LF4092573;
2054;MICROELEBAR;80.00;;Valfler & Genleşme Valfleri;valve;750334;
2055;MINIELEBAR TN;80.00;;Valfler & Genleşme Valfleri;valve;750332;
2056;MINIELEBAR BT Extensible;80.00;;Valfler & Genleşme Valfleri;valve;750330;
2057;ELEBAR TN;80.00;;Valfler & Genleşme Valfleri;valve;750327;
2058;ELEBAR BT;80.00;;Valfler & Genleşme Valfleri;valve;750328;
2059;DE.NA.;80.00;;Valfler & Genleşme Valfleri;valve;750340;
2060;VULKAN;80.00;;Valfler & Genleşme Valfleri;valve;LF5146198;
2061;WIGAM;80.00;;Valfler & Genleşme Valfleri;valve;LF3394172;
2062;LOKRING 1,6 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349668;
2063;LOKRING 1,8 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349673;
2064;LOKRING 2 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;750591;
2065;LOKRING 2,2 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349669;
2066;LOKRING 2,5 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349670;
2067;LOKRING 3 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;750581;
2068;LOKRING 3,2 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349671;
2069;LOKRING 3,5 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349672;
2070;LOKRING 4 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;750582;
2071;LOKRING 5 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;750573;
2072;LOKRING 6 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349526;
2073;LOKRING 6,5 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF5166217;
2074;LOKRING 7 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF5166218;
2075;LOKRING 7,5 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF5166219;
2076;LOKRING 8 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;750577;
2077;LOKRING 9,53 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF5166220;
2078;LOKRING 10 NK Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;750574;
2079;LOKRING 6 VS Ms 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349438;
2080;LOKRING 1,8 NK Al 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349677;
2081;LOKRING 2 NK Al 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349678;
2082;LOKRING 5 NK Al 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3349679;
2083;LOKRING 6 NK Al 00;80.00;;Valfler & Genleşme Valfleri;valve;LF5146199;
2084;LOKRING 7 NK Al 00;80.00;;Valfler & Genleşme Valfleri;valve;LF5146200;
2085;LOKRING 7,5 NK Al 00;80.00;;Valfler & Genleşme Valfleri;valve;LF5146201;
2086;LOKRING 8 NK Al 00;80.00;;Valfler & Genleşme Valfleri;valve;750583;
2087;LOKTOOL MB 8;80.00;;Valfler & Genleşme Valfleri;valve;LF5129166;
2088;LOKTOOL MB 10;80.00;;Valfler & Genleşme Valfleri;valve;LF5129171;
2089;LOKTOOL MB 12;80.00;;Valfler & Genleşme Valfleri;valve;750749;
2090;LOKTOOL HMRK-V;80.00;;Valfler & Genleşme Valfleri;valve;800363;
2091;LOKPREP 65G;80.00;;Valfler & Genleşme Valfleri;valve;890053;
2092;LOKPRESS Mini Set-EU;80.00;;Valfler & Genleşme Valfleri;valve;LF3508023;
2093;LOKPRESS Mini BC EU;80.00;;Valfler & Genleşme Valfleri;valve;LF3508022;
2094;LOKPRESS Mini LB;80.00;;Valfler & Genleşme Valfleri;valve;LF3508021;
2095;STARTER KIT SK-RA-01;80.00;;Valfler & Genleşme Valfleri;valve;890287;
2096;LOKRING SERVICE KIT 00;80.00;;Valfler & Genleşme Valfleri;valve;LF3191003;
2097;MASTERCOOL;80.00;;Valfler & Genleşme Valfleri;valve;LF3388004;
2098;ELKE;100.00;;Soğutma Aletleri;tool;LF3093005;
2099;BREMA;100.00;;Soğutma Aletleri;tool;LF5146681;
2100;URNEX BRANDS;100.00;;Soğutma Aletleri;tool;LF5061727;
2101;FIRMA;100.00;;Soğutma Aletleri;tool;LF3092016;
2102;MUROTTI;100.00;;Soğutma Aletleri;tool;LF3092417;
2103;ESSECI CLEAN;100.00;;Soğutma Aletleri;tool;LF3092256;
2104;TESTO;15.00;;Kılcal Borular;capillary;LF3394379;
2105;ELIWELL;50.00;;Termostatlar & Termometreler;thermostat;381490;
2106;ATM;50.00;;Termostatlar & Termometreler;thermostat;541634;
2107;REFCO MASTERCOOL;300.00;Refco;Klima Sistemleri (HVAC);hvac;LF3394415;
2108;REFCO WIGAM;300.00;Refco;Klima Sistemleri (HVAC);hvac;LF3394156;
2109;REFCO ED COMPANY;300.00;Refco;Klima Sistemleri (HVAC);hvac;LF3023345;
2110;REFCO REFCO;300.00;Refco;Klima Sistemleri (HVAC);hvac;890304;
2111;REFCO ELKE;300.00;Refco;Klima Sistemleri (HVAC);hvac;LF3420010;
2112;INFICON;100.00;;Soğutma Aletleri;tool;802234;
2113;MARIEL;100.00;;Soğutma Aletleri;tool;LF3394198;
2114;MASTERPRESSURE GAUGE GROUP 2-WAY;100.00;;Soğutma Aletleri;tool;800310;
2115;SUPCO;100.00;;Soğutma Aletleri;tool;LF3394079;
2116;VACUUM PUMP RL-8;100.00;;Soğutma Aletleri;tool;;
2117;WIGAM REFCO;100.00;Wigam;Soğutma Aletleri;tool;LF5235744;
2118;WIGAM LF5240322 REFCO;100.00;Wigam;Soğutma Aletleri;tool;;
2119;WIGAM LF5240323 REFCO;100.00;Wigam;Soğutma Aletleri;tool;;
2120;LF3394383 REFCO;100.00;;Soğutma Aletleri;tool;;
2121;LF3405001 REFCO;100.00;;Soğutma Aletleri;tool;;
2122;LF3394266 ED COMPANY OIL SEPARATOR KIT;100.00;;Soğutma Aletleri;tool;;
2123;LF3394049 ED COMPANY;100.00;;Soğutma Aletleri;tool;;
2124;LF3394348 ED COMPANY;100.00;;Soğutma Aletleri;tool;;
2125;LF3394055 ED COMPANY;100.00;;Soğutma Aletleri;tool;;
2126;RECOVERY UNIT;100.00;;Soğutma Aletleri;tool;;
2127;TDM;100.00;;Soğutma Aletleri;tool;LF3017001;
2128;HVAC (LF3391099);300.00;;Klima Sistemleri (HVAC);hvac;LF3391099;
2129;"""L"" SUPPORTS 500x450mm (LF3391100)";300.00;;Klima Sistemleri (HVAC);hvac;LF3391100;
2130;"""L"" SUPPORTS 550x450mm (LF3391101)";300.00;;Klima Sistemleri (HVAC);hvac;LF3391101;
2131;"""L"" SUPPORTS 450x450mm (LF3445678)";300.00;;Klima Sistemleri (HVAC);hvac;LF3445678;
